state,naics_sector,produced,n_firms,n_emp
24,61,No,1266,14598
24,61,Don't know,0,0
25,61,Yes,0,0
25,61,No,1718,14278
25,61,Don't know,0,0
26,61,Yes,0,0
26,61,No,1346,9583
26,61,Don't know,0,0
27,61,Yes,0,0
27,61,No,836,19197
27,61,Don't know,0,0
28,61,Yes,0,0
28,61,No,0,0
28,61,Don't know,0,0
29,61,Yes,0,0
29,61,No,0,0
29,61,Don't know,0,0
30,61,Yes,0,0
30,61,No,0,0
30,61,Don't know,0,0
31,61,Yes,0,0
31,61,No,303,6051
31,61,Don't know,0,0
32,61,Yes,0,0
32,61,No,354,3174
32,61,Don't know,0,0
33,61,Yes,0,0
33,61,No,0,0
33,61,Don't know,0,0
35,61,Yes,0,0
35,61,No,0,0
35,61,Don't know,0,0
34,61,Yes,0,0
34,61,No,2387,25017
34,61,Don't know,0,0
36,61,Yes,0,0
36,61,No,4185,86296
36,61,Don't know,0,0
37,61,Yes,0,0
37,61,No,1835,15453
37,61,Don't know,0,0
38,61,Yes,0,0
38,61,No,0,0
38,61,Don't know,0,0
39,61,Yes,0,0
39,61,No,1418,11319
39,61,Don't know,0,0
40,61,Yes,0,0
40,61,No,445,2902
40,61,Don't know,0,0
41,61,Yes,0,0
41,61,No,0,0
41,61,Don't know,0,0
42,61,Yes,0,0
42,61,No,1802,21295
42,61,Don't know,0,0
44,61,Yes,0,0
44,61,No,0,0
44,61,Don't know,0,0
45,61,Yes,0,0
45,61,No,576,6547
45,61,Don't know,0,0
46,61,Yes,0,0
46,61,No,0,0
46,61,Don't know,0,0
47,61,Yes,0,0
47,61,No,441,5213
47,61,Don't know,0,0
48,61,Yes,0,0
48,61,No,3257,31483
48,61,Don't know,219,1997
49,61,Yes,0,0
49,61,No,719,8444
49,61,Don't know,0,0
50,61,Yes,0,0
50,61,No,0,0
50,61,Don't know,0,0
51,61,Yes,0,0
51,61,No,1676,17725
51,61,Don't know,0,0
53,61,Yes,0,0
53,61,No,1764,10988
53,61,Don't know,0,0
54,61,Yes,0,0
54,61,No,0,0
54,61,Don't know,0,0
55,61,Yes,0,0
55,61,No,683,9235
55,61,Don't know,0,0
56,61,Yes,0,0
56,61,No,0,0
56,61,Don't know,0,0
01,62,Yes,0,0
01,62,No,5893,127170
01,62,Don't know,0,0
02,62,Yes,0,0
02,62,No,1679,27707
02,62,Don't know,0,0
04,62,Yes,0,0
04,62,No,10228,158204
04,62,Don't know,648,11181
05,62,Yes,0,0
05,62,No,4818,85735
05,62,Don't know,407,2033
06,62,Yes,0,0
06,62,No,69079,1032877
06,62,Don't know,3949,60146
08,62,Yes,0,0
08,62,No,10847,149133
08,62,Don't know,282,6064
09,62,Yes,0,0
09,62,No,5859,100149
09,62,Don't know,0,0
10,62,Yes,0,0
10,62,No,1223,22449
10,62,Don't know,0,0
11,62,Don't know,0,0
11,62,Yes,0,0
11,62,No,718,15888
12,62,Yes,0,0
12,62,No,36171,628523
12,62,Don't know,2327,39802
13,62,Yes,0,0
13,62,No,13669,211451
13,62,Don't know,970,13847
15,62,Yes,0,0
15,62,No,2098,19471
15,62,Don't know,0,0
16,62,Yes,0,0
16,62,No,3960,45450
16,62,Don't know,0,0
17,62,Yes,0,0
17,62,No,20236,350339
17,62,Don't know,785,18516
18,62,Yes,0,0
18,62,No,7886,208708
18,62,Don't know,229,4590
19,62,Yes,0,0
19,62,No,4612,66432
19,62,Don't know,0,0
20,62,Yes,0,0
20,62,No,4561,109713
20,62,Don't know,342,26842
21,62,Yes,0,0
21,62,No,5903,105301
21,62,Don't know,187,4373
23,62,Yes,0,0
23,62,No,1887,33136
23,62,Don't know,0,0
22,62,Yes,0,0
22,62,No,6901,128368
22,62,Don't know,329,2475
24,62,Yes,0,0
24,62,No,8644,165421
24,62,Don't know,568,6473
25,62,Yes,0,0
25,62,No,8094,196573
25,62,Don't know,299,13738
26,62,Yes,0,0
26,62,No,15144,211645
26,62,Don't know,654,6116
27,62,Don't know,229,2239
27,62,Yes,0,0
27,62,No,8105,187294
28,62,Yes,0,0
28,62,No,3810,77592
28,62,Don't know,415,2616
29,62,No,8833,156628
29,62,Yes,0,0
29,62,Don't know,282,3520
30,62,Yes,0,0
30,62,No,2081,19935
30,62,Don't know,0,0
31,62,Yes,0,0
31,62,No,4074,56516
31,62,Don't know,0,0
32,62,Yes,0,0
32,62,No,4491,77083
32,62,Don't know,0,0
33,62,Yes,0,0
33,62,No,2046,40182
33,62,Don't know,0,0
35,62,Yes,0,0
35,62,No,2820,65960
35,62,Don't know,0,0
34,62,Yes,0,0
34,62,No,17188,250430
34,62,Don't know,0,0
36,62,Yes,0,0
36,62,No,31126,488296
36,62,Don't know,2348,98769
37,62,Yes,0,0
37,62,No,14466,257683
37,62,Don't know,535,32545
38,62,No,0,0
38,62,Yes,0,0
38,62,Don't know,0,0
39,62,Don't know,0,0
39,62,Yes,0,0
39,62,No,14677,272579
40,62,Yes,0,0
40,62,No,5697,92476
40,62,Don't know,0,0
41,62,Yes,0,0
41,62,No,7822,113432
41,62,Don't know,322,6470
42,62,Yes,0,0
42,62,No,17857,351710
42,62,Don't know,894,23024
44,62,Yes,0,0
44,62,No,1573,35844
44,62,Don't know,0,0
45,62,Yes,0,0
45,62,No,5746,109986
45,62,Don't know,265,6002
46,62,Yes,0,0
46,62,No,1300,11603
46,62,Don't know,0,0
47,62,Yes,0,0
47,62,No,7829,194887
47,62,Don't know,179,12575
48,62,Yes,0,0
48,62,No,37127,764252
48,62,Don't know,1947,34924
49,62,Yes,0,0
49,62,No,5417,58885
49,62,Don't know,0,0
50,62,Yes,0,0
50,62,No,879,12660
50,62,Don't know,0,0
51,62,Yes,0,0
51,62,No,11665,230221
51,62,Don't know,511,7744
53,62,Yes,0,0
53,62,No,12851,259178
53,62,Don't know,542,5391
54,62,Yes,0,0
54,62,No,2067,34717
54,62,Don't know,176,7998
55,62,No,7396,142830
55,62,Yes,0,0
55,62,Don't know,0,0
56,62,Yes,0,0
56,62,No,1122,8135
56,62,Don't know,0,0
01,71,Yes,0,0
01,71,No,499,10569
01,71,Don't know,0,0
02,71,No,381,6611
02,71,Yes,0,0
02,71,Don't know,0,0
04,71,Yes,0,0
04,71,No,916,20037
04,71,Don't know,0,0
05,71,Yes,0,0
05,71,No,0,0
05,71,Don't know,0,0
06,71,Yes,0,0
06,71,No,19524,222343
06,71,Don't know,1545,9624
08,71,Yes,0,0
08,71,No,2306,50871
08,71,Don't know,0,0
09,71,Yes,0,0
09,71,No,950,15211
09,71,Don't know,0,0
10,71,Yes,0,0
10,71,No,0,0
10,71,Don't know,0,0
11,71,Yes,0,0
11,71,No,238,5802
11,71,Don't know,0,0
12,71,Yes,0,0
12,71,No,5379,162621
12,71,Don't know,0,0
13,71,Yes,0,0
13,71,No,2207,41246
13,71,Don't know,0,0
15,71,Yes,0,0
15,71,No,272,5692
15,71,Don't know,0,0
16,71,Yes,0,0
16,71,No,722,5938
16,71,Don't know,0,0
17,71,Yes,0,0
17,71,No,3332,46945
17,71,Don't know,0,0
18,71,Yes,0,0
18,71,No,1597,27440
18,71,Don't know,0,0
19,71,Don't know,0,0
19,71,Yes,0,0
19,71,No,754,6095
20,71,Yes,0,0
20,71,No,794,7710
20,71,Don't know,0,0
21,71,Yes,0,0
21,71,No,1237,11397
21,71,Don't know,0,0
23,71,Yes,0,0
23,71,No,0,0
23,71,Don't know,0,0
22,71,Yes,0,0
22,71,No,1042,18120
22,71,Don't know,0,0
24,71,Yes,0,0
24,71,No,1162,34304
24,71,Don't know,0,0
25,71,Yes,0,0
25,71,No,1498,15875
25,71,Don't know,0,0
26,71,Yes,0,0
26,71,No,2021,26561
26,71,Don't know,0,0
27,71,Yes,0,0
27,71,No,1181,13288
27,71,Don't know,0,0
28,71,Yes,0,0
28,71,No,257,1709
28,71,Don't know,0,0
29,71,Yes,0,0
29,71,No,1002,23695
29,71,Don't know,0,0
30,71,Yes,0,0
30,71,No,0,0
30,71,Don't know,0,0
31,71,Yes,0,0
31,71,No,609,2082
31,71,Don't know,0,0
32,71,No,0,0
32,71,Yes,0,0
32,71,Don't know,0,0
33,71,Yes,0,0
33,71,No,0,0
33,71,Don't know,0,0
35,71,Don't know,0,0
35,71,Yes,0,0
35,71,No,475,6957
34,71,No,1590,35088
34,71,Yes,0,0
34,71,Don't know,0,0
36,71,Yes,0,0
36,71,No,7984,98460
36,71,Don't know,555,6612
37,71,Yes,0,0
37,71,No,2060,29473
37,71,Don't know,0,0
38,71,Yes,0,0
38,71,No,0,0
38,71,Don't know,0,0
39,71,Yes,0,0
39,71,No,1988,34167
39,71,Don't know,0,0
40,71,Yes,0,0
40,71,No,713,9924
40,71,Don't know,0,0
41,71,Yes,0,0
41,71,No,1423,21595
41,71,Don't know,0,0
42,71,Don't know,0,0
42,71,Yes,0,0
42,71,No,2310,41567
44,71,Yes,0,0
44,71,No,0,0
44,71,Don't know,0,0
45,71,Yes,0,0
45,71,No,984,20553
45,71,Don't know,0,0
46,71,Yes,0,0
46,71,No,410,4086
46,71,Don't know,0,0
47,71,Yes,0,0
47,71,No,2161,26737
47,71,Don't know,0,0
48,71,Yes,0,0
48,71,No,4300,80150
48,71,Don't know,0,0
49,71,Yes,0,0
49,71,No,0,0
49,71,Don't know,0,0
50,71,Yes,0,0
50,71,No,0,0
50,71,Don't know,0,0
51,71,Yes,0,0
51,71,No,1847,41770
51,71,Don't know,0,0
53,71,Yes,0,0
53,71,No,1595,23092
53,71,Don't know,0,0
54,71,Yes,0,0
54,71,No,279,3071
54,71,Don't know,0,0
55,71,Don't know,0,0
55,71,Yes,0,0
55,71,No,1767,24520
56,71,Yes,0,0
56,71,No,386,7900
56,71,Don't know,0,0
01,72,Yes,0,0
01,72,No,4061,124431
01,72,Don't know,658,11372
02,72,Yes,0,0
02,72,No,1349,28111
02,72,Don't know,0,0
04,72,Yes,0,0
04,72,No,6696,210338
04,72,Don't know,424,13849
05,72,Yes,0,0
05,72,No,3586,113248
05,72,Don't know,437,6676
06,72,Yes,0,0
06,72,No,50174,1292823
06,72,Don't know,5836,151370
08,72,Yes,0,0
08,72,No,7984,281700
08,72,Don't know,1274,18172
09,72,Yes,0,0
09,72,No,5230,104106
09,72,Don't know,500,4793
10,72,Yes,0,0
10,72,No,1368,27139
10,72,Don't know,0,0
11,72,Yes,0,0
11,72,No,1311,34525
11,72,Don't know,0,0
12,72,Yes,0,0
12,72,No,23050,712141
12,72,Don't know,2116,54839
13,72,Yes,0,0
13,72,No,11543,356498
13,72,Don't know,1209,21437
15,72,Yes,0,0
15,72,No,2078,70920
15,72,Don't know,0,0
16,72,Yes,0,0
16,72,No,2780,48367
16,72,Don't know,0,0
17,72,Yes,0,0
17,72,No,16993,350844
17,72,Don't know,1259,21880
18,72,Yes,0,0
18,72,No,7900,218883
18,72,Don't know,580,10465
19,72,Yes,0,0
19,72,No,4546,106714
19,72,Don't know,295,4524
20,72,Yes,0,0
20,72,No,3130,69204
20,72,Don't know,360,6875
21,72,Yes,0,0
21,72,No,4402,147904
21,72,Don't know,330,9601
23,72,Yes,0,0
23,72,No,2632,46588
23,72,Don't know,0,0
22,72,Yes,0,0
22,72,No,5545,189723
22,72,Don't know,0,0
24,72,Yes,0,0
24,72,No,7102,178030
24,72,Don't know,744,10397
25,72,Yes,0,0
25,72,No,9877,184917
25,72,Don't know,985,24920
26,72,Yes,0,0
26,72,No,12126,309223
26,72,Don't know,778,21428
27,72,Yes,0,0
27,72,No,8539,222551
27,72,Don't know,419,10623
28,72,Yes,0,0
28,72,No,2670,132906
28,72,Don't know,0,0
29,72,Yes,0,0
29,72,No,7360,214307
29,72,Don't know,463,13732
30,72,Yes,0,0
30,72,No,3515,68172
30,72,Don't know,0,0
31,72,Yes,0,0
31,72,No,2807,54918
31,72,Don't know,0,0
33,72,Yes,0,0
33,72,No,2798,52937
33,72,Don't know,0,0
32,72,Yes,0,0
32,72,No,3085,288088
32,72,Don't know,409,30100
35,72,Yes,0,0
35,72,No,2473,54429
35,72,Don't know,0,0
34,72,Yes,0,0
34,72,No,14068,260519
34,72,Don't know,1964,26063
36,72,Yes,0,0
36,72,No,30305,469761
36,72,Don't know,4040,62769
37,72,Yes,0,0
37,72,No,12556,362519
37,72,Don't know,865,23595
38,72,Yes,0,0
38,72,No,1547,31323
38,72,Don't know,0,0
39,72,Yes,0,0
39,72,No,15602,446076
39,72,Don't know,1035,27128
40,72,Yes,0,0
40,72,No,4297,124699
40,72,Don't know,0,0
41,72,Yes,0,0
41,72,No,8139,153111
41,72,Don't know,383,4979
42,72,Yes,0,0
42,72,Don't know,1623,35181
42,72,No,18990,413800
44,72,Yes,0,0
44,72,No,2283,37559
44,72,Don't know,0,0
45,72,No,6161,194068
45,72,Yes,0,0
45,72,Don't know,566,20717
46,72,Yes,0,0
46,72,No,1711,39660
46,72,Don't know,0,0
47,72,Yes,0,0
47,72,No,6658,200187
47,72,Don't know,284,15549
48,72,Yes,0,0
48,72,No,24766,806567
48,72,Don't know,2081,62702
49,72,Yes,0,0
49,72,No,3693,81165
49,72,Don't know,308,8488
50,72,Yes,0,0
50,72,No,1203,17580
50,72,Don't know,0,0
51,72,Yes,0,0
51,72,No,10896,267939
51,72,Don't know,1298,24382
53,72,Yes,0,0
53,72,No,10952,234492
53,72,Don't know,886,16042
54,72,Yes,0,0
54,72,No,2682,78130
54,72,Don't know,194,4282
55,72,Yes,0,0
55,72,No,10959,203476
55,72,Don't know,737,10525
56,72,Yes,0,0
56,72,No,1343,41738
56,72,Don't know,0,0
01,81,Yes,0,0
01,81,No,3838,29169
01,81,Don't know,156,6090
02,81,Yes,0,0
02,81,No,741,3922
02,81,Don't know,0,0
04,81,Yes,0,0
04,81,No,4708,35697
04,81,Don't know,384,16705
05,81,Yes,0,0
05,81,No,2391,14861
05,81,Don't know,0,0
06,81,Yes,0,0
06,81,No,33386,268760
06,81,Don't know,2621,24170
08,81,Yes,0,0
08,81,No,6507,32541
08,81,Don't know,573,5582
09,81,Yes,0,0
09,81,No,4729,27265
09,81,Don't know,421,2588
10,81,Yes,0,0
10,81,No,935,7409
10,81,Don't know,0,0
11,81,Yes,0,0
11,81,No,388,4375
11,81,Don't know,0,0
12,81,Yes,0,0
12,81,No,22725,115059
12,81,Don't know,1431,18061
13,81,Yes,0,0
13,81,No,8987,62171
13,81,Don't know,328,3762
15,81,Yes,0,0
15,81,No,807,5582
15,81,Don't know,0,0
16,81,Yes,0,0
16,81,No,2199,8848
16,81,Don't know,0,0
17,81,Yes,0,0
17,81,No,14587,83674
17,81,Don't know,1086,7598
18,81,Yes,0,0
18,81,No,6954,47195
18,81,Don't know,0,0
19,81,Yes,0,0
19,81,No,4429,19467
19,81,Don't know,0,0
20,81,Yes,0,0
20,81,No,3055,18781
20,81,Don't know,162,1693
21,81,Yes,0,0
21,81,No,4357,32633
21,81,Don't know,328,3221
23,81,Yes,0,0
23,81,No,1289,5097
23,81,Don't know,77,816
22,81,Yes,0,0
22,81,No,0,0
22,81,Don't know,330,4225
24,81,Yes,0,0
24,81,No,5943,46191
24,81,Don't know,389,4576
25,81,Yes,0,0
25,81,No,7781,56504
25,81,Don't know,727,9313
26,81,Yes,0,0
26,81,No,10491,88151
26,81,Don't know,959,9760
27,81,Yes,0,0
27,81,No,7416,59038
27,81,Don't know,354,2426
28,81,Yes,0,0
28,81,No,2182,11400
28,81,Don't know,254,1663
29,81,Yes,0,0
29,81,No,7000,40311
29,81,Don't know,361,4662
30,81,Yes,0,0
30,81,No,1314,8022
30,81,Don't know,0,0
31,81,Yes,0,0
31,81,No,3599,16132
31,81,Don't know,275,1236
33,81,Yes,0,0
33,81,No,1678,8077
33,81,Don't know,0,0
32,81,Yes,0,0
32,81,No,2296,14173
32,81,Don't know,169,2767
35,81,Yes,0,0
35,81,No,0,0
35,81,Don't know,0,0
34,81,Yes,0,0
34,81,No,9626,71535
34,81,Don't know,943,8671
36,81,Yes,0,0
36,81,No,22830,115224
36,81,Don't know,2704,16497
37,81,Yes,0,0
37,81,No,9759,61036
37,81,Don't know,469,5090
38,81,Yes,0,0
38,81,No,1094,3013
38,81,Don't know,0,0
39,81,No,10985,85728
39,81,Yes,0,0
39,81,Don't know,564,10709
40,81,Yes,0,0
40,81,No,3296,17279
40,81,Don't know,0,0
41,81,Yes,0,0
41,81,No,3956,19768
41,81,Don't know,266,2862
42,81,Yes,0,0
42,81,No,17557,121426
42,81,Don't know,1054,11560
44,81,Yes,0,0
44,81,No,1256,5886
44,81,Don't know,0,0
45,81,Yes,0,0
45,81,No,4535,31109
45,81,Don't know,113,2212
46,81,Yes,0,0
46,81,No,1173,4174
46,81,Don't know,0,0
47,81,Yes,0,0
47,81,No,5643,57726
47,81,Don't know,165,2915
48,81,Yes,0,0
48,81,No,20052,182393
48,81,Don't know,1247,20652
49,81,Yes,0,0
49,81,No,3034,19374
49,81,Don't know,256,6102
51,81,Don't know,416,7117
51,81,Yes,0,0
51,81,No,8774,77951
50,81,Yes,0,0
50,81,No,1262,4036
50,81,Don't know,0,0
53,81,Yes,0,0
53,81,No,7766,46668
53,81,Don't know,572,3809
54,81,Yes,0,0
54,81,No,1553,11895
54,81,Don't know,0,0
55,81,Yes,0,0
55,81,No,7246,40293
55,81,Don't know,339,4188
56,81,Yes,0,0
56,81,No,893,3509
56,81,Don't know,0,0
01,99,Yes,0,0
01,99,No,114,140
01,99,Don't know,0,0
02,99,Yes,0,0
02,99,No,0,0
02,99,Don't know,0,0
04,99,Yes,0,0
04,99,No,0,0
04,99,Don't know,0,0
05,99,Yes,0,0
05,99,No,133,256
05,99,Don't know,0,0
06,99,Yes,0,0
06,99,No,685,2107
06,99,Don't know,0,0
08,99,Yes,0,0
08,99,No,199,555
08,99,Don't know,0,0
09,99,Yes,0,0
09,99,No,0,0
09,99,Don't know,0,0
10,99,Yes,0,0
10,99,No,0,0
10,99,Don't know,0,0
11,99,Yes,0,0
11,99,No,0,0
11,99,Don't know,0,0
12,99,Yes,0,0
12,99,No,105,530
12,99,Don't know,0,0
13,99,Yes,0,0
13,99,No,180,997
13,99,Don't know,0,0
15,99,Yes,0,0
15,99,No,0,0
15,99,Don't know,0,0
16,99,Yes,0,0
16,99,No,173,318
16,99,Don't know,0,0
17,99,Yes,0,0
17,99,No,1272,11543
17,99,Don't know,0,0
18,99,Yes,0,0
18,99,No,335,591
18,99,Don't know,0,0
19,99,Yes,0,0
19,99,No,1164,9224
19,99,Don't know,0,0
20,99,Yes,0,0
20,99,No,519,738
20,99,Don't know,0,0
21,99,Yes,0,0
21,99,No,217,1555
21,99,Don't know,0,0
23,99,Yes,0,0
23,99,No,0,0
23,99,Don't know,0,0
22,99,Yes,0,0
22,99,No,0,0
22,99,Don't know,0,0
24,99,Yes,0,0
24,99,No,0,0
24,99,Don't know,0,0
25,99,Yes,0,0
25,99,No,0,0
25,99,Don't know,0,0
26,99,Yes,0,0
26,99,No,294,15024
26,99,Don't know,0,0
27,99,Yes,0,0
27,99,No,1109,3107
27,99,Don't know,0,0
28,99,Yes,0,0
28,99,No,86,579
28,99,Don't know,0,0
29,99,Yes,0,0
29,99,No,440,2334
29,99,Don't know,0,0
30,99,Yes,0,0
30,99,No,210,207
30,99,Don't know,0,0
31,99,Don't know,0,0
31,99,Yes,0,0
31,99,No,797,1713
33,99,Yes,0,0
33,99,No,0,0
33,99,Don't know,0,0
32,99,Yes,0,0
32,99,No,0,0
32,99,Don't know,0,0
35,99,Yes,0,0
35,99,No,37,194
35,99,Don't know,0,0
34,99,Yes,0,0
34,99,No,54,113
34,99,Don't know,0,0
36,99,Yes,0,0
36,99,No,256,491
36,99,Don't know,0,0
37,99,Yes,0,0
37,99,No,193,744
37,99,Don't know,0,0
38,99,Yes,0,0
38,99,No,796,820
38,99,Don't know,0,0
39,99,Yes,0,0
39,99,Don't know,0,0
39,99,No,353,996
40,99,Yes,0,0
40,99,No,210,238
40,99,Don't know,0,0
41,99,Yes,0,0
41,99,No,178,5349
41,99,Don't know,0,0
42,99,Yes,0,0
42,99,No,213,461
42,99,Don't know,0,0
44,99,Yes,0,0
44,99,No,0,0
44,99,Don't know,0,0
45,99,Yes,0,0
45,99,No,64,100
45,99,Don't know,0,0
46,99,Yes,0,0
46,99,No,549,935
46,99,Don't know,0,0
47,99,No,120,278
47,99,Yes,0,0
47,99,Don't know,0,0
48,99,Yes,0,0
48,99,No,803,3130
48,99,Don't know,0,0
49,99,Yes,0,0
49,99,No,58,69
49,99,Don't know,0,0
51,99,Yes,0,0
51,99,No,165,317
51,99,Don't know,0,0
50,99,Yes,0,0
50,99,No,0,0
50,99,Don't know,0,0
53,99,Yes,0,0
53,99,No,249,1821
53,99,Don't know,0,0
54,99,Yes,0,0
54,99,No,0,0
54,99,Don't know,0,0
55,99,Yes,0,0
55,99,No,1045,2046
55,99,Don't know,0,0
56,99,Yes,0,0
56,99,No,0,0
56,99,Don't know,0,0
