state,naics2017,firms_using_artificial_intelligence,firms_using_cloud_based,firms_using_robotics,firms_using_specialized_equipment,firms_using_specialized_software,emp_using_artificial_intelligence,emp_using_cloud_based,emp_using_robotics,emp_using_specialized_equipment,emp_using_specialized_software
37,55,29,394,91,199,412,6644,31200,19321,24508,32985
37,56,0,2670,114,1851,3439,0,94076,5171,27751,92036
37,61,0,570,0,0,734,0,6856,0,0,5792
37,62,0,6558,0,4922,8227,0,170422,0,77817,187467
37,71,0,342,0,0,420,0,5144,0,0,9401
37,72,0,2999,0,1506,3565,0,142197,0,66178,159157
37,81,0,2263,0,2050,3438,0,23851,0,13947,32363
37,99,0,0,0,0,0,0,0,0,0,0
38,00,322,5011,490,3202,5899,24714,119116,37723,86194,141970
38,11,0,0,0,0,0,0,0,0,0,0
38,21,0,64,0,17,36,0,1260,0,2842,4760
38,22,0,0,0,0,0,0,0,0,0,0
38,23,0,0,0,0,0,0,0,0,0,0
38,31-33,18,267,118,277,365,1362,16068,11165,16922,15020
38,42,25,345,33,240,468,951,8349,764,5563,7621
38,44-45,0,559,15,529,181,0,28603,2340,24742,12076
38,48-49,0,250,0,44,129,0,7709,0,3696,6100
38,51,0,68,0,0,84,0,1784,0,0,2533
38,52,0,472,0,0,284,0,7090,0,0,6929
38,53,0,0,0,0,0,0,0,0,0,0
38,54,16,227,0,365,874,622,4000,0,3250,6222
38,55,0,0,0,0,0,0,0,0,0,0
38,56,0,121,0,0,135,0,717,0,0,2575
38,61,0,0,0,0,0,0,0,0,0,0
38,62,0,348,0,183,484,0,7336,0,2033,8682
38,71,0,0,0,0,0,0,0,0,0,0
38,72,0,208,0,0,250,0,6413,0,0,7897
38,81,0,0,0,0,0,0,0,0,0,0
38,99,0,0,0,0,0,0,0,0,0,0
39,00,4999,52740,4248,31024,63911,475777,1898249,702076,1207142,1968145
39,11,0,0,0,0,0,0,0,0,0,0
39,21,0,37,0,0,92,0,3014,0,0,4001
39,22,0,0,0,0,0,0,0,0,0,0
39,23,370,2329,152,3786,5082,11839,50666,7622,62223,97764
39,31-33,534,3765,1595,5130,5436,86409,303517,259048,379549,362348
39,42,401,3398,489,1685,3838,14257,81494,35239,55461,90061
39,44-45,394,3892,271,2443,5160,110629,317270,63586,197311,269273
39,48-49,94,1678,103,938,1950,34414,99086,27676,63808,102863
39,51,82,940,0,338,1026,13991,43718,0,25209,40663
39,52,405,4335,81,218,5035,68872,123632,59132,18612,128331
39,53,140,1830,0,459,2445,529,20081,0,3438,21732
39,54,956,11397,562,3864,12580,39163,178091,37027,80187,177596
39,55,58,604,191,497,723,21444,62848,32783,50721,64330
39,56,106,3293,159,1510,3242,5762,123541,10900,42416,133869
39,61,0,273,0,0,0,0,6795,0,0,0
39,62,0,6693,0,4990,8393,0,174285,0,78565,177477
39,71,0,633,0,0,822,0,22196,0,0,17806
39,72,0,3245,0,1764,4501,0,180375,0,88713,193331
39,81,0,3169,0,3612,4371,0,41039,0,36782,52701
39,99,0,0,0,0,0,0,0,0,0,0
40,00,1689,17664,1128,9792,21875,133602,527347,164170,316548,586331
40,11,0,0,0,0,0,0,0,0,0,0
40,21,0,381,0,235,474,0,15968,0,6756,13224
40,22,0,24,0,0,0,0,6119,0,0,0
40,23,0,1602,0,912,1684,0,34022,0,16847,34720
40,31-33,81,745,282,1091,1038,17417,54262,40129,63045,64397
40,42,78,852,156,327,953,2129,22165,4653,10201,24671
40,44-45,276,1534,60,702,2449,56808,108646,12683,71547,114417
40,48-49,95,349,15,388,619,7559,21063,4514,15817,24131
40,51,0,472,0,200,342,0,12739,0,7351,9517
40,52,133,1309,72,150,1414,1774,20083,2764,2305,23388
40,53,0,1410,0,0,1367,0,9453,0,0,9311
40,54,125,4159,126,1003,4443,8571,39593,8718,17169,43630
40,55,0,219,64,94,281,0,16910,6046,14420,21351
40,56,0,934,0,159,1298,0,58640,0,6085,54509
40,61,0,0,0,0,0,0,0,0,0,0
40,62,0,2057,0,1930,2736,0,32777,0,26783,56370
40,71,0,0,0,0,0,0,0,0,0,0
40,72,0,905,0,230,1309,0,59410,0,16968,67111
40,81,0,663,0,393,1194,0,5631,0,1980,7878
40,99,0,0,0,0,0,0,0,0,0,0
41,00,2365,30222,1642,17364,34604,127310,758874,181244,479474,763681
41,11,0,334,0,0,0,0,9772,0,0,0
41,21,0,0,0,0,0,0,0,0,0,0
41,22,0,0,0,0,0,0,0,0,0,0
41,23,0,2916,0,2377,1902,0,71431,0,48807,36655
41,31-33,118,1500,474,2024,1944,16723,65894,46534,89873,93858
41,42,118,1405,93,918,1710,3377,33592,4078,27350,36164
41,44-45,121,3231,25,1272,3558,24796,128483,6623,51222,110894
41,48-49,110,679,78,355,493,10235,34127,7990,22145,27856
41,51,98,759,0,217,725,4619,22528,0,12205,20701
41,52,83,1361,72,19,1749,1245,23016,2641,503,18872
41,53,0,2372,0,377,2650,0,12634,0,1479,13051
41,54,635,6643,389,2036,7496,6630,59300,9950,25619,61716
41,55,22,104,20,71,103,2963,31092,3763,29843,33577
41,56,0,1384,0,395,1505,0,46536,0,3341,45937
41,61,0,0,0,0,0,0,0,0,0,0
41,62,0,3474,0,2814,4214,0,81682,0,65271,85616
41,71,0,280,0,0,0,0,7230,0,0,0
41,72,0,2467,0,1343,2940,0,66210,0,32378,72104
41,81,0,639,0,1309,1285,0,4862,0,8970,8140
41,99,0,0,0,0,0,0,0,0,0,0
42,00,5409,56182,3482,33463,70775,422499,1924284,578141,1185989,2094529
42,11,0,0,0,0,0,0,0,0,0,0
42,21,0,18,0,14,81,0,1751,0,3202,7436
42,22,0,18,0,0,14,0,15977,0,0,16333
42,23,0,4974,0,3930,5548,0,67617,0,53712,75277
42,31-33,283,3016,1096,4401,4355,56657,237814,174933,254964,274944
42,42,259,4124,688,1797,4176,13530,132814,39415,88054,124832
42,44-45,390,4912,373,3622,7485,102194,271699,55215,204074,311111
42,48-49,34,1541,54,968,2324,27398,106932,23246,70972,131239
42,51,252,1070,21,480,1127,32092,92640,2869,64372,89496
42,52,320,2909,43,240,4461,20761,92685,24716,10083,154706
42,53,0,2423,0,0,2278,0,20375,0,0,19319
42,54,1593,12166,415,4159,14103,44443,150291,39020,60787,168603
42,55,121,456,170,375,518,30802,80462,34893,70734,81898
42,56,60,3265,90,1973,3851,4168,130589,10246,34501,122323
42,61,0,220,0,0,301,0,5100,0,0,4656
42,62,457,7542,0,5524,9828,5673,184612,0,92196,202984
42,71,0,684,0,0,845,0,25361,0,0,27460
42,72,0,3677,0,1913,4848,0,196618,0,103717,206847
42,81,0,2475,0,2706,5981,0,24537,0,20619,58310
42,99,0,0,0,0,0,0,0,0,0,0
44,00,313,5102,691,2857,5514,19342,135816,43513,72870,145634
44,11,0,0,0,0,0,0,0,0,0,0
44,21,0,0,0,0,0,0,0,0,0,0
44,22,0,0,0,0,0,0,0,0,0,0
44,23,0,0,0,0,0,0,0,0,0,0
44,31-33,0,265,95,307,355,0,14267,6771,11616,15715
44,42,16,276,24,183,235,582,4332,279,2728,4414
44,44-45,69,505,69,268,538,4713,16877,2038,5464,16464
44,48-49,0,94,0,0,130,0,1726,0,0,3444
44,51,0,82,0,0,80,0,2969,0,0,2964
44,52,17,292,66,0,298,1575,14452,10340,0,18645
44,53,0,0,0,0,0,0,0,0,0,0
44,54,0,1128,60,182,944,0,9262,1091,2046,9621
44,55,0,55,0,0,14,0,1892,0,0,1568
44,56,0,0,0,0,357,0,0,0,0,3753
44,61,0,0,0,0,0,0,0,0,0,0
44,62,0,423,0,0,327,0,12772,0,0,9397
44,71,0,0,0,0,0,0,0,0,0,0
44,72,0,0,0,0,519,0,0,0,0,18847
44,81,0,0,0,0,0,0,0,0,0,0
44,99,0,0,0,0,0,0,0,0,0,0
45,00,2201,22865,1593,11962,25078,164057,861662,247259,436456,849787
45,11,0,0,0,0,0,0,0,0,0,0
45,21,0,0,0,0,0,0,0,0,0,0
45,22,0,0,0,0,0,0,0,0,0,0
45,23,0,2268,0,1048,2135,0,36069,0,13221,31104
45,31-33,82,1060,519,1346,1307,30441,95674,86825,120196,108787
45,42,112,1220,239,587,1367,4598,28025,8943,22352,32190
45,44-45,430,2406,31,1554,2491,59490,132195,26625,81200,125191
45,48-49,0,219,30,362,617,0,13944,6443,22831,28944
45,51,71,362,0,108,355,10295,22588,0,13228,19874
45,52,215,1498,56,56,1521,4022,28600,1293,3134,28189
45,53,0,1942,0,234,1475,0,11511,0,995,8829
45,54,332,4459,211,1699,4990,9543,46614,6278,21609,52963
45,55,20,179,20,66,113,3839,15698,2438,8221,9497
45,56,0,1698,25,671,1772,0,237602,6936,24948,229550
45,61,0,0,0,0,0,0,0,0,0,0
45,62,0,2562,0,1711,3344,0,55863,0,32893,63601
45,71,0,0,0,0,0,0,0,0,0,0
45,72,0,886,0,306,1254,0,33995,0,11298,70304
45,81,0,1386,0,477,1905,0,18567,0,5343,17189
45,99,0,0,0,0,0,0,0,0,0,0
46,00,572,5714,417,3436,6320,21708,141043,47940,87901,148875
46,11,0,0,0,0,0,0,0,0,0,0
46,21,0,0,0,0,0,0,0,0,0,0
46,22,0,0,0,0,0,0,0,0,0,0
46,23,0,0,0,0,0,0,0,0,0,0
46,31-33,0,240,89,306,342,0,26721,13718,28451,30632
46,42,0,315,18,247,429,0,4969,222,3893,8762
46,44-45,62,1036,15,297,984,8978,35872,7390,18980,33930
46,48-49,0,386,0,171,195,0,5160,0,2007,3262
46,51,0,116,0,70,145,0,4093,0,2394,4116
46,52,19,582,12,0,551,936,10418,428,0,7163
46,53,0,73,0,0,181,0,231,0,0,1038
46,54,130,527,0,238,680,1300,5328,0,1882,5418
46,55,0,0,0,0,0,0,0,0,0,0
46,56,0,129,0,0,18,0,3357,0,0,1207
46,61,0,0,0,0,0,0,0,0,0,0
46,62,0,203,0,225,376,0,2719,0,3193,4048
46,71,0,0,0,0,0,0,0,0,0,0
46,72,0,292,0,0,135,0,5957,0,0,1799
46,81,0,0,0,0,0,0,0,0,0,0
46,99,0,0,0,0,0,0,0,0,0,0
47,00,2834,27001,2072,14849,31450,306846,1105702,424751,761791,1182319
47,11,0,0,0,0,0,0,0,0,0,0
47,21,0,0,0,0,0,0,0,0,0,0
47,22,0,0,0,0,0,0,0,0,0,0
47,23,0,2195,0,935,2132,0,61025,0,11991,27820
47,31-33,171,1435,618,1959,1971,43599,136926,122235,156043,165417
47,42,117,1263,223,498,1541,11469,43639,17100,29062,50456
47,44-45,530,2864,133,791,3533,74911,191606,23577,91859,168978
47,48-49,39,680,38,413,821,55205,92319,42725,73909,95033
47,51,64,679,0,309,668,7007,26691,0,19507,27806
47,52,150,1990,27,160,2218,25495,74460,6376,4614,71556
47,53,0,1146,0,0,361,0,11932,0,0,4586
47,54,329,4943,244,1728,5271,19180,77672,23752,36276,79691
47,55,41,201,87,184,293,25663,55777,37664,42077,56424
47,56,240,1747,15,736,2074,3971,86489,10955,34804,107924
47,61,0,0,0,0,0,0,0,0,0,0
47,62,343,4111,0,2740,4694,4551,113183,0,87637,126165
47,71,0,564,0,306,842,0,8683,0,6553,13556
47,72,0,1846,0,840,1792,0,94472,0,38064,92335
47,81,0,698,0,1071,1239,0,13968,0,19041,19986
47,99,0,0,0,0,0,0,0,0,0,0
48,00,11446,118363,6679,64282,136865,1112287,4232911,1323422,2534944,4303694
48,11,0,0,0,0,0,0,0,0,0,0
48,21,77,1291,121,852,1547,36021,94964,14129,49989,99139
48,22,0,154,0,0,140,0,21575,0,0,17442
48,23,366,10895,805,7881,12541,12300,287088,61171,202285,301996
48,31-33,482,4368,1275,5876,5968,138057,377416,241289,424251,451148
48,42,483,4467,664,3532,7022,47004,171231,75089,173616,221529
48,44-45,826,9897,470,5976,12541,321606,712459,112484,484516,661886
48,48-49,413,3253,174,1942,3848,125339,229535,92437,153471,225916
48,51,276,2489,122,1085,2635,49618,124482,15823,66190,118614
48,52,843,7539,141,1430,8174,47149,244661,61611,73344,249373
48,53,442,7162,0,873,5808,9548,69425,0,11248,56714
48,54,3509,27201,1254,8555,29658,128346,376412,92786,145224,371640
48,55,156,1043,224,568,988,59344,150267,70628,111795,141277
48,56,695,7720,187,3425,7426,36554,373317,23932,99942,354606
48,61,0,1277,0,182,1715,0,17750,0,1600,15794
48,62,596,15837,884,12295,20321,6535,438764,135451,275400,471290
48,71,0,1387,0,263,1614,0,48101,0,8805,49627
48,72,0,6266,0,3990,7379,0,375193,0,142287,377087
48,81,97,5745,0,5671,7754,8317,77268,0,68180,102367
48,99,0,0,0,0,0,0,0,0,0,0
49,00,1812,20756,1320,11189,22668,120801,599546,160986,327477,594331
49,11,0,0,0,0,0,0,0,0,0,0
49,21,0,0,0,41,0,0,0,0,1443,0
49,22,0,0,0,0,0,0,0,0,0,0
49,23,0,2268,0,914,2484,0,33818,0,11966,35296
49,31-33,0,1036,297,1222,1328,0,58653,45113,61270,70700
49,42,72,642,162,623,968,5527,25618,10455,25714,33265
49,44-45,118,1802,142,1099,2237,31377,85628,7952,52215,76388
49,48-49,29,650,17,345,732,8803,49515,9609,39733,50965
49,51,42,637,23,182,580,8564,32077,3676,14861,39288
49,52,35,1444,23,21,1570,6307,44179,1155,1719,26050
49,53,0,1197,0,0,1216,0,3976,0,0,3534
49,54,593,4887,212,1477,4798,8357,50042,6082,19441,54698
49,55,15,133,0,32,180,1705,12181,0,4512,9747
49,56,0,1197,0,243,1120,0,96703,0,4759,89794
49,61,0,0,0,0,0,0,0,0,0,0
49,62,0,2385,0,2554,3078,0,43887,0,30374,44668
49,71,0,0,0,0,0,0,0,0,0,0
49,72,0,787,0,256,834,0,30383,0,7062,30751
49,81,0,279,0,492,593,0,1265,0,1651,3654
49,99,0,0,0,0,0,0,0,0,0,0
50,00,350,4509,325,2577,4895,8845,68660,12256,38961,63222
50,11,0,0,0,0,0,0,0,0,0,0
50,21,0,0,0,0,0,0,0,0,0,0
50,22,0,0,0,0,0,0,0,0,0,0
50,23,0,0,0,0,0,0,0,0,0,0
50,31-33,0,198,43,253,218,0,8237,5047,9534,9171
50,42,0,173,0,23,199,0,2649,0,716,3969
50,44-45,0,628,13,91,699,0,10903,644,3654,12777
50,48-49,0,42,0,0,20,0,920,0,0,1093
50,51,0,122,0,51,123,0,1969,0,1327,1900
50,52,0,378,13,0,377,0,5967,152,0,6563
50,53,0,0,0,0,0,0,0,0,0,0
50,54,68,956,0,331,1122,544,5774,0,2121,6820
50,55,0,0,0,0,0,0,0,0,0,0
50,56,0,128,0,0,0,0,1826,0,0,0
50,61,0,0,0,0,0,0,0,0,0,0
50,62,0,0,0,0,0,0,0,0,0,0
50,71,0,0,0,0,0,0,0,0,0,0
50,72,0,119,0,0,242,0,1737,0,0,5821
50,81,0,0,0,0,0,0,0,0,0,0
50,99,0,0,0,0,0,0,0,0,0,0
51,00,4028,42707,1974,20924,48857,345162,1368563,381390,735051,1329217
51,11,0,0,0,0,0,0,0,0,0,0
51,21,0,0,0,0,0,0,0,0,0,0
51,22,0,0,0,0,0,0,0,0,0,0
51,23,114,3918,52,2693,4627,5198,59503,5441,37245,53497
51,31-33,113,1548,352,1694,2037,28043,122089,75364,118092,125280
51,42,79,1616,243,996,1487,7766,48031,13984,30793,37508
51,44-45,242,3515,202,1762,4105,86078,217978,81974,130657,180549
51,48-49,17,918,32,512,955,14487,56882,19462,43062,50498
51,51,196,1054,55,278,1069,33952,67476,10265,32949,63113
51,52,140,1707,80,60,2746,22405,70918,13280,2039,89697
51,53,0,1834,0,0,1005,0,15468,0,0,12760
51,54,1522,8901,533,3433,13221,82091,197455,69135,87792,239195
51,55,50,467,50,167,443,8063,28294,6859,14702,28566
51,56,300,2749,60,1365,2411,15703,100393,10056,36760,107364
51,61,0,358,0,0,670,0,6054,0,0,9530
51,62,0,5011,0,3844,6414,0,133203,0,91919,134562
51,71,0,404,0,0,401,0,10552,0,0,12008
51,72,0,2870,0,1488,3306,0,124519,0,46450,122852
51,81,0,1643,0,1906,2398,0,26102,0,18239,29704
51,99,0,0,0,0,0,0,0,0,0,0
53,00,3521,45476,2834,24901,50750,329719,1279390,426029,814793,1283555
53,11,0,0,0,0,0,0,0,0,0,0
53,21,0,0,0,0,0,0,0,0,0,0
53,22,0,20,0,0,0,0,7200,0,0,0
53,23,0,4951,0,4272,5578,0,94988,0,69304,104506
53,31-33,89,2001,712,2301,2615,117300,194151,156777,200850,208443
53,42,160,2001,277,1348,2122,8293,41191,11310,29961,42442
53,44-45,167,3424,28,1603,3751,42859,171239,11955,88534,138214
53,48-49,114,1435,49,711,1543,11820,59864,10876,49472,60668
53,51,266,1339,61,488,1300,18241,61909,7419,22168,59205
53,52,330,2536,58,170,2709,5720,38892,3000,1188,38398
53,53,0,3001,0,259,3059,0,28511,0,758,27098
53,54,1119,11001,595,3299,11330,48085,163355,51437,97491,167298
53,55,22,161,50,113,323,1066,41877,29495,38816,40479
53,56,0,2156,0,1251,2239,0,61358,0,18480,54697
53,61,0,625,0,0,706,0,3975,0,0,5918
53,62,0,5773,0,4587,7353,0,156809,0,102390,166331
53,71,0,652,0,0,560,0,12545,0,0,6288
53,72,0,2799,0,1727,3182,0,108184,0,50032,116075
53,81,0,1873,0,1694,1791,0,15336,0,11996,18132
53,99,0,0,0,0,0,0,0,0,0,0
54,00,568,5150,362,3288,6988,49941,211901,56998,122976,206923
54,11,0,0,0,0,0,0,0,0,0,0
54,21,0,45,0,0,0,0,6749,0,0,0
54,22,0,0,0,0,0,0,0,0,0,0
54,23,0,0,0,0,172,0,0,0,0,1401
54,31-33,0,307,66,355,323,0,29261,18354,25034,26633
54,42,15,277,35,196,341,824,4675,1738,3429,4659
54,44-45,85,411,14,450,814,20210,45623,5030,29986,42150
54,48-49,0,89,0,0,106,0,2103,0,0,3836
54,51,0,67,0,16,78,0,2504,0,1300,2624
54,52,0,249,20,0,209,0,3706,461,0,1603
54,53,0,135,0,0,204,0,1129,0,0,1360
54,54,19,1014,22,264,1346,525,10199,426,2996,12815
54,55,0,73,0,0,0,0,684,0,0,0
54,56,0,122,0,0,164,0,5754,0,0,4917
54,61,0,0,0,0,0,0,0,0,0,0
54,62,0,429,0,238,640,0,17293,0,7511,13651
54,71,0,0,0,0,0,0,0,0,0,0
54,72,0,229,0,250,617,0,7173,0,7222,35507
54,81,0,0,0,0,303,0,0,0,0,1933
54,99,0,0,0,0,0,0,0,0,0,0
55,00,2975,29671,2996,18930,35689,289024,1063180,445032,744743,1161351
55,11,0,0,0,0,0,0,0,0,0,0
55,21,0,0,0,0,0,0,0,0,0,0
55,22,0,0,0,0,0,0,0,0,0,0
55,23,0,2706,0,2616,3431,0,33485,0,43411,56863
55,31-33,353,2241,1293,3118,3547,63653,209380,197895,236052,252441
55,42,203,2053,320,934,2041,14264,59898,14933,35941,69256
55,44-45,181,2933,281,1591,3601,67683,177023,55993,129995,186625
55,48-49,96,1089,112,542,1369,19914,64660,14788,41160,76108
55,51,15,377,0,182,520,16586,33057,0,8594,30945
55,52,444,2736,26,156,2846,48448,84816,29356,31431,77319
55,53,0,352,0,0,401,0,2850,0,0,1836
55,54,380,5080,332,1869,5479,6892,56723,6904,26067,59138
55,55,26,346,71,158,344,6266,37133,19988,28733,34814
55,56,212,953,125,800,1179,4173,50102,3150,12525,44111
55,61,0,0,0,0,0,0,0,0,0,0
55,62,0,2879,0,563,3393,0,76281,0,9147,75608
55,71,0,300,0,0,419,0,3556,0,0,5504
55,72,0,1784,0,1072,2454,0,53324,0,34751,73123
55,81,0,1413,0,2258,2737,0,12094,0,11682,19674
55,99,0,0,0,0,0,0,0,0,0,0
56,00,335,4126,274,2460,5118,18481,105839,17950,47150,93843
56,11,0,0,0,0,0,0,0,0,0,0
56,21,0,95,0,60,104,0,7493,0,3190,7692
56,22,0,0,0,0,0,0,0,0,0,0
56,23,0,174,0,0,262,0,4747,0,0,1895
56,31-33,0,130,0,102,92,0,5170,0,3287,3399
56,42,0,70,0,75,101,0,2330,0,2308,2505
56,44-45,0,344,0,327,744,0,14989,0,6171,16921
56,48-49,0,119,0,73,100,0,4035,0,3256,3844
56,51,0,86,0,0,77,0,1165,0,0,1119
56,52,0,20,0,0,239,0,1039,0,0,3391
56,53,0,123,0,0,199,0,624,0,0,1516
56,54,0,536,0,212,1014,0,2434,0,2060,4130
56,55,0,0,0,0,0,0,0,0,0,0
56,56,0,0,0,0,0,0,0,0,0,0
56,61,0,0,0,0,0,0,0,0,0,0
56,62,0,0,0,0,219,0,0,0,0,2300
56,71,0,0,0,0,0,0,0,0,0,0
56,72,0,0,0,0,78,0,0,0,0,1724
56,81,0,0,0,0,0,0,0,0,0,0
56,99,0,0,0,0,0,0,0,0,0,0
